MID Data C:\ESCO\Data\SIM\HMK\20260506\20260506_GZ_1423_6_28d_SIM_A.mfd
May 06 2026 14:11:17

Sample Weight : 244.4 mg

Normalization : per 100 mg (Sample weight : 244.4 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
57,177.914,182.4,54.9,15.330,1.60509E-007,6.29945E-005,1.54931E-011,2.35746E-013,2.21318E-012,1.10559E-011,2.80376E-011,2.96685E-013,6.83199E-014,7.89293E-013,3.91598E-014,4.52239E-014,2.11007E-012,1.83292E-014
58,181.037,185.5,55.4,15.495,1.64153E-007,6.29945E-005,1.66855E-011,2.35486E-013,2.14152E-012,1.16706E-011,2.88857E-011,3.3058E-013,4.05216E-014,1.1537E-012,6.55468E-014,4.04838E-014,2.51529E-012,1.14528E-014
59,184.159,188.8,55.9,15.580,1.74985E-007,6.28738E-005,1.95058E-011,2.53991E-013,2.58349E-012,1.26797E-011,3.12644E-011,2.82638E-013,1.17819E-013,1.13934E-012,6.01463E-014,4.84803E-014,2.87229E-012,-8.97331E-016
60,187.282,191.9,56.3,15.700,1.86209E-007,6.27533E-005,2.21738E-011,3.28245E-013,2.36994E-012,1.34357E-011,3.33E-011,3.77215E-013,6.49825E-014,1.04433E-012,1.29491E-014,4.47028E-014,3.01299E-012,2.0959E-014
61,190.405,195.0,56.8,15.775,1.97129E-007,6.27533E-005,2.50439E-011,4.66861E-013,2.75986E-012,1.3919E-011,3.47658E-011,4.95291E-013,6.77185E-014,1.31103E-012,6.75509E-014,6.81806E-014,3.71677E-012,4.99427E-014
62,193.527,198.2,57.4,15.895,2.08089E-007,6.27533E-005,2.91237E-011,4.88152E-013,2.94903E-012,1.53441E-011,3.78242E-011,4.20765E-013,5.98661E-014,1.49146E-012,7.41203E-014,5.83068E-014,3.99969E-012,-1.56364E-014
63,196.650,201.3,57.9,16.000,2.19912E-007,6.2513E-005,3.14354E-011,4.58967E-013,3.24704E-012,1.69363E-011,3.94412E-011,4.62202E-013,7.05648E-014,1.47702E-012,5.27922E-014,5.37682E-014,4.37041E-012,-1.09883E-015
64,199.772,204.5,58.5,16.110,2.32407E-007,6.2513E-005,3.47994E-011,5.29668E-013,3.52523E-012,1.75449E-011,4.20559E-011,3.79476E-013,1.11685E-013,1.78302E-012,1.04348E-013,3.16899E-014,5.23241E-012,3.62034E-014
65,202.895,207.5,59.0,16.190,2.4016E-007,6.2513E-005,4.05384E-011,6.19849E-013,3.51464E-012,1.79834E-011,4.32511E-011,3.46033E-013,8.5137E-014,2.147E-012,1.37482E-013,5.00584E-014,5.90222E-012,5.04095E-014
66,206.018,210.6,59.5,16.305,2.55858E-007,6.2393E-005,4.0503E-011,5.97256E-013,3.83962E-012,1.83371E-011,4.71738E-011,3.92303E-013,1.20449E-013,2.37116E-012,8.36588E-014,6.35987E-014,6.27997E-012,9.49282E-016
67,209.140,213.7,60.0,16.385,2.7024E-007,6.2393E-005,4.38223E-011,7.14849E-013,4.2687E-012,1.99497E-011,4.95017E-011,3.95082E-013,8.33124E-014,3.02914E-012,1.39427E-013,7.77458E-014,7.1577E-012,3.19355E-014
68,212.263,216.8,60.6,16.520,2.83302E-007,6.22735E-005,4.77023E-011,7.39449E-013,4.28754E-012,2.08818E-011,5.12873E-011,4.78156E-013,1.23963E-013,3.71731E-012,1.49232E-013,9.31004E-014,6.88787E-012,7.3049E-014
69,215.385,220.0,61.1,16.545,2.96654E-007,6.22735E-005,5.11383E-011,8.76164E-013,4.92304E-012,2.19243E-011,5.31785E-011,3.11809E-013,1.56264E-013,4.03149E-012,1.68986E-013,1.11479E-013,7.15514E-012,5.01183E-014
70,218.508,223.1,61.7,16.680,3.08319E-007,6.2154E-005,5.28428E-011,9.03241E-013,5.03837E-012,2.25175E-011,5.39635E-011,2.73252E-013,1.29909E-013,4.61526E-012,2.8631E-013,5.93797E-014,8.4256E-012,3.36586E-014
